date,open,high,low,close,adj_close,volume
2024-06-25,186.80999755859375,188.83999633789062,185.4199981689453,186.33999633789062,186.33999633789062,45366400
2024-06-26,186.9199981689453,194.8000030517578,186.25999450683594,193.61000061035156,193.61000061035156,65103900
2024-06-27,195.00999450683594,199.83999633789062,194.1999969482422,197.85000610351562,197.85000610351562,74397500
2024-06-28,197.72999572753906,198.85000610351562,192.5,193.25,193.25,76930200
2024-07-01,193.49000549316406,198.3000030517578,192.82000732421875,197.1999969482422,197.1999969482422,41192000
2024-07-02,197.27999877929688,200.42999267578125,195.92999267578125,200.0,200.0,45600000
2024-07-03,199.94000244140625,200.02999877929688,196.75999450683594,197.58999633789062,197.58999633789062,31597900
2024-07-05,198.64999389648438,200.5500030517578,198.1699981689453,200.0,200.0,39858900
2024-07-08,200.0399932861328,201.1999969482422,197.9600067138672,199.2899932861328,199.2899932861328,34767300
2024-07-09,199.39999389648438,200.57000732421875,199.0500030517578,199.33999633789062,199.33999633789062,32700100
2024-07-10,200.0,200.11000061035156,197.69000244140625,199.7899932861328,199.7899932861328,32883800
2024-07-11,200.08999633789062,200.27000427246094,192.86000061035156,195.0500030517578,195.0500030517578,44565000
2024-07-12,194.8000030517578,196.47000122070312,193.8300018310547,194.49000549316406,194.49000549316406,30598500
2024-07-15,194.55999755859375,196.19000244140625,190.8300018310547,192.72000122070312,192.72000122070312,40683200
2024-07-16,195.58999633789062,196.6199951171875,192.24000549316406,193.02000427246094,193.02000427246094,33994700
2024-07-17,191.35000610351562,191.5800018310547,185.99000549316406,187.92999267578125,187.92999267578125,48076100
2024-07-18,189.58999633789062,189.67999267578125,181.4499969482422,183.75,183.75,51043600
2024-07-19,181.13999938964844,184.92999267578125,180.11000061035156,183.1300048828125,183.1300048828125,43081800
2024-07-22,185.0,185.05999755859375,182.47999572753906,182.5500030517578,182.5500030517578,39931900
2024-07-23,184.10000610351562,189.38999938964844,183.55999755859375,186.41000366210938,186.41000366210938,47537700
2024-07-24,183.1999969482422,185.4499969482422,180.41000366210938,180.8300018310547,180.8300018310547,41532400
2024-07-25,182.91000366210938,183.89999389648438,176.8000030517578,179.85000610351562,179.85000610351562,44464200
2024-07-26,180.38999938964844,183.19000244140625,180.24000549316406,182.5,182.5,29506000
2024-07-29,183.83999633789062,184.75,182.3800048828125,183.1999969482422,183.1999969482422,33270100
2024-07-30,184.72000122070312,185.86000061035156,179.3800048828125,181.7100067138672,181.7100067138672,39508600
2024-07-31,185.0500030517578,187.94000244140625,184.4600067138672,186.97999572753906,186.97999572753906,41667300
2024-08-01,189.2899932861328,190.60000610351562,181.8699951171875,184.07000732421875,184.07000732421875,70435600
2024-08-02,166.75,168.77000427246094,160.5500030517578,167.89999389648438,167.89999389648438,141448400
2024-08-05,154.2100067138672,162.9600067138672,151.61000061035156,161.02000427246094,161.02000427246094,83149400
2024-08-06,161.7100067138672,165.0800018310547,158.5399932861328,161.92999267578125,161.92999267578125,59950800
2024-08-07,166.5500030517578,167.5800018310547,161.42999267578125,162.77000427246094,162.77000427246094,48408200
2024-08-08,165.1699981689453,166.69000244140625,162.5500030517578,165.8000030517578,165.8000030517578,44616200
2024-08-09,166.39999389648438,168.5500030517578,165.85000610351562,166.94000244140625,166.94000244140625,36401000
2024-08-12,168.13999938964844,168.5500030517578,166.11000061035156,166.8000030517578,166.8000030517578,30072800
2024-08-13,167.80999755859375,171.0399932861328,167.10000610351562,170.22999572753906,170.22999572753906,39237900
2024-08-14,172.11000061035156,172.27999877929688,168.86000061035156,170.10000610351562,170.10000610351562,28843800
2024-08-15,174.86000061035156,177.91000366210938,173.99000549316406,177.58999633789062,177.58999633789062,51698500
2024-08-16,177.0399932861328,178.33999633789062,176.25999450683594,177.05999755859375,177.05999755859375,31489200
2024-08-19,177.63999938964844,178.3000030517578,176.16000366210938,178.22000122070312,178.22000122070312,31129800
2024-08-20,177.9199981689453,179.00999450683594,177.42999267578125,178.8800048828125,178.8800048828125,26255200
2024-08-21,179.9199981689453,182.38999938964844,178.88999938964844,180.11000061035156,180.11000061035156,35599100
2024-08-22,181.3800048828125,181.47000122070312,175.67999267578125,176.1300048828125,176.1300048828125,32047500
2024-08-23,177.33999633789062,178.97000122070312,175.24000549316406,177.0399932861328,177.0399932861328,29150100
2024-08-26,176.6999969482422,177.47000122070312,174.3000030517578,175.5,175.5,22366200
2024-08-27,174.14999389648438,174.88999938964844,172.25,173.1199951171875,173.1199951171875,29842000
2024-08-28,173.69000244140625,173.69000244140625,168.9199981689453,170.8000030517578,170.8000030517578,29045000
2024-08-29,173.22000122070312,174.2899932861328,170.80999755859375,172.1199951171875,172.1199951171875,26407800
2024-08-30,172.77999877929688,178.89999389648438,172.60000610351562,178.5,178.5,43429400
2024-09-03,177.5500030517578,178.25999450683594,175.25999450683594,176.25,176.25,37817500
2024-09-04,174.47999572753906,175.97999572753906,172.5399932861328,173.3300018310547,173.3300018310547,30309200
2024-09-05,175.0,179.8800048828125,175.0,177.88999938964844,177.88999938964844,40170500
2024-09-06,177.24000549316406,178.3800048828125,171.16000366210938,171.38999938964844,171.38999938964844,41466500
2024-09-09,174.52999877929688,175.85000610351562,173.50999450683594,175.39999389648438,175.39999389648438,29037400
2024-09-10,177.49000549316406,180.5,176.7899932861328,179.5500030517578,179.5500030517578,36233800
2024-09-11,180.10000610351562,184.99000549316406,175.72999572753906,184.52000427246094,184.52000427246094,42564700
2024-09-12,184.8000030517578,187.41000366210938,183.5399932861328,187.0,187.0,33544200
2024-09-13,187.0,188.5,185.91000366210938,186.49000549316406,186.49000549316406,26495400
2024-09-16,185.2899932861328,185.80999755859375,183.36000061035156,184.88999938964844,184.88999938964844,26065500
2024-09-17,186.85000610351562,189.4499969482422,186.13999938964844,186.8800048828125,186.8800048828125,26091700
2024-09-18,186.4499969482422,188.8000030517578,185.05999755859375,186.42999267578125,186.42999267578125,34448100
2024-09-19,190.0399932861328,190.99000549316406,188.47000122070312,189.8699951171875,189.8699951171875,39543200
2024-09-20,190.22999572753906,191.83999633789062,187.41000366210938,191.60000610351562,191.60000610351562,100378600
2024-09-23,191.63999938964844,194.4499969482422,190.57000732421875,193.8800048828125,193.8800048828125,36993100
2024-09-24,194.27000427246094,195.3699951171875,190.1300048828125,193.9600067138672,193.9600067138672,43478900
2024-09-25,193.75,193.9499969482422,192.16000366210938,192.52999877929688,192.52999877929688,26391100
2024-09-26,194.30999755859375,194.52999877929688,189.5399932861328,191.16000366210938,191.16000366210938,36334900
2024-09-27,190.67999267578125,190.89999389648438,187.33999633789062,187.97000122070312,187.97000122070312,36002300
2024-09-30,187.13999938964844,188.49000549316406,184.64999389648438,186.3300018310547,186.3300018310547,41583900
2024-10-01,184.89999389648438,186.19000244140625,183.4499969482422,185.1300048828125,185.1300048828125,36044900
2024-10-02,184.44000244140625,186.60000610351562,184.0399932861328,184.75999450683594,184.75999450683594,23704100
2024-10-03,183.0500030517578,183.44000244140625,180.8800048828125,181.9600067138672,181.9600067138672,30204300
2024-10-04,185.75,187.60000610351562,183.60000610351562,186.50999450683594,186.50999450683594,40890300
2024-10-07,182.9499969482422,183.60000610351562,180.25,180.8000030517578,180.8000030517578,42364200
2024-10-08,181.9199981689453,183.08999633789062,180.9199981689453,182.72000122070312,182.72000122070312,26372100
2024-10-09,182.82000732421875,185.85000610351562,182.0500030517578,185.1699981689453,185.1699981689453,26343100
2024-10-10,187.1300048828125,188.1300048828125,185.8300018310547,186.64999389648438,186.64999389648438,27785000
2024-10-11,186.6300048828125,189.92999267578125,186.3000030517578,188.82000732421875,188.82000732421875,25751600
2024-10-14,189.77999877929688,189.8300018310547,187.36000061035156,187.5399932861328,187.5399932861328,22614400
2024-10-15,187.6300048828125,188.41000366210938,184.5800018310547,187.69000244140625,187.69000244140625,32178900
2024-10-16,187.0500030517578,187.77999877929688,185.61000061035156,186.88999938964844,186.88999938964844,23456800
2024-10-17,188.22000122070312,188.94000244140625,186.0,187.52999877929688,187.52999877929688,25039400
2024-10-18,187.14999389648438,190.74000549316406,186.27999877929688,188.99000549316406,188.99000549316406,37417700
2024-10-21,188.0500030517578,189.4600067138672,186.39999389648438,189.07000732421875,189.07000732421875,24639400
2024-10-22,188.35000610351562,191.52000427246094,186.97999572753906,189.6999969482422,189.6999969482422,29650600
2024-10-23,188.85000610351562,189.16000366210938,183.69000244140625,184.7100067138672,184.7100067138672,31937100
2024-10-24,185.25,187.11000061035156,183.86000061035156,186.3800048828125,186.3800048828125,21647400
2024-10-25,187.85000610351562,190.4499969482422,187.52999877929688,187.8300018310547,187.8300018310547,29362100
2024-10-28,189.57000732421875,190.2100067138672,188.2100067138672,188.38999938964844,188.38999938964844,27930800
2024-10-29,188.5800018310547,191.4600067138672,187.82000732421875,190.8300018310547,190.8300018310547,35690200
2024-10-30,194.6999969482422,195.61000061035156,192.4199981689453,192.72999572753906,192.72999572753906,37707600
2024-10-31,190.50999450683594,190.60000610351562,185.22999572753906,186.39999389648438,186.39999389648438,75146800
2024-11-01,199.0,200.5,197.02000427246094,197.92999267578125,197.92999267578125,99687800
2024-11-04,196.4499969482422,197.3300018310547,194.30999755859375,195.77999877929688,195.77999877929688,38492100
2024-11-05,196.0399932861328,199.82000732421875,195.99000549316406,199.5,199.5,30564800
2024-11-06,200.00999450683594,207.5500030517578,199.13999938964844,207.08999633789062,207.08999633789062,72292200
2024-11-07,207.44000244140625,212.25,207.19000244140625,210.0500030517578,210.0500030517578,52878400
2024-11-08,209.72000122070312,209.9600067138672,207.44000244140625,208.17999267578125,208.17999267578125,36075800
2024-11-11,208.5,209.64999389648438,205.58999633789062,206.83999633789062,206.83999633789062,35456000
2024-11-12,208.3699951171875,209.5399932861328,206.00999450683594,208.91000366210938,208.91000366210938,38942900
2024-11-13,209.39999389648438,215.08999633789062,209.13999938964844,214.10000610351562,214.10000610351562,46212900
2024-11-14,214.16000366210938,215.89999389648438,210.8800048828125,211.47999572753906,211.47999572753906,42620300
2024-11-15,206.75999450683594,207.33999633789062,199.61000061035156,202.61000061035156,202.61000061035156,86591100
2024-11-18,204.14999389648438,204.6699981689453,200.9499969482422,201.6999969482422,201.6999969482422,36409900
2024-11-19,199.3300018310547,205.3000030517578,198.77999877929688,204.61000061035156,204.61000061035156,31197900
2024-11-20,202.97999572753906,203.1300048828125,199.4499969482422,202.8800048828125,202.8800048828125,32769000
2024-11-21,203.49000549316406,203.49000549316406,195.75,198.3800048828125,198.3800048828125,58800000
2024-11-22,198.25,199.25999450683594,196.75,197.1199951171875,197.1199951171875,31530800
2024-11-25,199.27999877929688,201.9499969482422,199.0,201.4499969482422,201.4499969482422,40685700
2024-11-26,201.89999389648438,208.0,201.7899932861328,207.86000061035156,207.86000061035156,41673700
2024-11-27,206.97999572753906,207.63999938964844,205.0500030517578,205.74000549316406,205.74000549316406,28061600
2024-11-29,205.8300018310547,208.1999969482422,204.58999633789062,207.88999938964844,207.88999938964844,24892400
2024-12-02,209.9600067138672,212.99000549316406,209.50999450683594,210.7100067138672,210.7100067138672,39523200
2024-12-03,210.30999755859375,214.02000427246094,209.64999389648438,213.44000244140625,213.44000244140625,32214800
2024-12-04,215.9600067138672,220.0,215.75,218.16000366210938,218.16000366210938,48745700
2024-12-05,218.02999877929688,222.14999389648438,217.3000030517578,220.5500030517578,220.5500030517578,41140200
2024-12-06,220.75,227.14999389648438,220.60000610351562,227.02999877929688,227.02999877929688,44178100
2024-12-09,227.2100067138672,230.0800018310547,225.6699981689453,226.08999633789062,226.08999633789062,46819400
2024-12-10,226.08999633789062,229.05999755859375,224.1999969482422,225.0399932861328,225.0399932861328,31199900
2024-12-11,226.41000366210938,231.1999969482422,226.25999450683594,230.25999450683594,230.25999450683594,35385800
2024-12-12,229.8300018310547,231.08999633789062,227.6300048828125,228.97000122070312,228.97000122070312,28204100
2024-12-13,228.39999389648438,230.1999969482422,225.86000061035156,227.4600067138672,227.4600067138672,28768100
2024-12-16,230.22999572753906,233.0,228.00999450683594,232.92999267578125,232.92999267578125,37552100
2024-12-17,232.38999938964844,232.72999572753906,227.85000610351562,231.14999389648438,231.14999389648438,35948100
2024-12-18,230.77000427246094,231.39999389648438,220.11000061035156,220.52000427246094,220.52000427246094,43281400
2024-12-19,224.91000366210938,226.08999633789062,222.9199981689453,223.2899932861328,223.2899932861328,39918700
2024-12-20,219.83999633789062,226.2100067138672,218.72999572753906,224.9199981689453,224.9199981689453,88279200
2024-12-23,225.00999450683594,226.8800048828125,223.89999389648438,225.05999755859375,225.05999755859375,28070000
2024-12-24,226.94000244140625,229.13999938964844,226.1300048828125,229.0500030517578,229.0500030517578,15007500
2024-12-26,228.5,228.5,226.6699981689453,227.0500030517578,227.0500030517578,16146700
2024-12-27,225.60000610351562,226.02999877929688,220.89999389648438,223.75,223.75,27367100
2024-12-30,220.05999755859375,223.0,218.42999267578125,221.3000030517578,221.3000030517578,28321200
2024-12-31,222.97000122070312,223.22999572753906,218.94000244140625,219.38999938964844,219.38999938964844,24819700
2025-01-02,222.02999877929688,225.14999389648438,218.19000244140625,220.22000122070312,220.22000122070312,33956600
2025-01-03,222.50999450683594,225.36000061035156,221.6199951171875,224.19000244140625,224.19000244140625,27515600
2025-01-06,226.77999877929688,228.83999633789062,224.83999633789062,227.61000061035156,227.61000061035156,31849800
2025-01-07,227.89999389648438,228.3800048828125,221.4600067138672,222.11000061035156,222.11000061035156,28084200
2025-01-08,223.19000244140625,223.52000427246094,220.1999969482422,222.1300048828125,222.1300048828125,25033300
2025-01-10,221.4600067138672,221.7100067138672,216.5,218.94000244140625,218.94000244140625,36811500
2025-01-13,218.05999755859375,219.39999389648438,216.47000122070312,218.4600067138672,218.4600067138672,27262700
2025-01-14,220.44000244140625,221.82000732421875,216.1999969482422,217.75999450683594,217.75999450683594,24711700
2025-01-15,222.8300018310547,223.57000732421875,220.75,223.35000610351562,223.35000610351562,31291300
2025-01-16,224.4199981689453,224.64999389648438,220.30999755859375,220.66000366210938,220.66000366210938,24757300
2025-01-17,225.83999633789062,226.50999450683594,223.0800018310547,225.94000244140625,225.94000244140625,42370100
2025-01-21,228.89999389648438,231.77999877929688,226.94000244140625,230.7100067138672,230.7100067138672,39951500
2025-01-22,232.02000427246094,235.44000244140625,231.19000244140625,235.00999450683594,235.00999450683594,41448200
2025-01-23,234.10000610351562,235.52000427246094,231.50999450683594,235.4199981689453,235.4199981689453,26404400
2025-01-24,234.5,236.39999389648438,232.92999267578125,234.85000610351562,234.85000610351562,25890700
2025-01-27,226.2100067138672,235.61000061035156,225.86000061035156,235.4199981689453,235.4199981689453,49428300
2025-01-28,234.2899932861328,241.77000427246094,233.97999572753906,238.14999389648438,238.14999389648438,41587200
2025-01-29,239.02000427246094,240.38999938964844,236.14999389648438,237.07000732421875,237.07000732421875,26091700
2025-01-30,237.13999938964844,237.9499969482422,232.22000122070312,234.63999938964844,234.63999938964844,32020700
2025-01-31,236.5,240.2899932861328,236.41000366210938,237.67999267578125,237.67999267578125,36110200
2025-02-03,234.05999755859375,239.25,232.89999389648438,237.4199981689453,237.4199981689453,37285900
2025-02-04,239.00999450683594,242.52000427246094,238.02999877929688,242.05999755859375,242.05999755859375,29713800
2025-02-05,237.02000427246094,238.32000732421875,235.1999969482422,236.1699981689453,236.1699981689453,38727300
2025-02-06,238.00999450683594,239.66000366210938,236.00999450683594,238.8300018310547,238.8300018310547,60897100
2025-02-07,232.5,234.80999755859375,228.05999755859375,229.14999389648438,229.14999389648438,77539300
2025-02-10,230.5500030517578,233.9199981689453,229.1999969482422,233.13999938964844,233.13999938964844,35419900
2025-02-11,231.9199981689453,233.44000244140625,230.1300048828125,232.75999450683594,232.75999450683594,23713700
2025-02-12,230.4600067138672,231.17999267578125,228.16000366210938,228.92999267578125,228.92999267578125,32285200
2025-02-13,228.85000610351562,230.4199981689453,227.52000427246094,230.3699951171875,230.3699951171875,31346500
2025-02-14,229.1999969482422,229.88999938964844,227.22999572753906,228.67999267578125,228.67999267578125,27031100
2025-02-18,228.82000732421875,229.3000030517578,223.72000122070312,226.64999389648438,226.64999389648438,42975100
2025-02-19,225.52000427246094,226.8300018310547,223.7100067138672,226.6300048828125,226.6300048828125,28566700
2025-02-20,224.77999877929688,225.1300048828125,221.80999755859375,222.8800048828125,222.8800048828125,30001700
2025-02-21,223.27999877929688,223.30999755859375,214.74000549316406,216.5800018310547,216.5800018310547,55323900
2025-02-24,217.4499969482422,217.72000122070312,212.4199981689453,212.7100067138672,212.7100067138672,42387600
2025-02-25,211.6300048828125,213.33999633789062,204.16000366210938,212.8000030517578,212.8000030517578,58958000
2025-02-26,214.94000244140625,218.16000366210938,213.08999633789062,214.35000610351562,214.35000610351562,39120600
2025-02-27,218.35000610351562,219.97000122070312,208.3699951171875,208.74000549316406,208.74000549316406,40548600
2025-02-28,208.64999389648438,212.6199951171875,206.99000549316406,212.27999877929688,212.27999877929688,51771700
2025-03-03,213.35000610351562,214.00999450683594,202.5500030517578,205.02000427246094,205.02000427246094,42948400
2025-03-04,200.11000061035156,206.8000030517578,197.42999267578125,203.8000030517578,203.8000030517578,60853100
2025-03-05,204.8000030517578,209.97999572753906,203.25999450683594,208.36000061035156,208.36000061035156,38610100
2025-03-06,204.39999389648438,205.77000427246094,198.3000030517578,200.6999969482422,200.6999969482422,49863800
2025-03-07,199.49000549316406,202.27000427246094,192.52999877929688,199.25,199.25,59802800
2025-03-10,195.60000610351562,196.72999572753906,190.85000610351562,194.5399932861328,194.5399932861328,62350900
2025-03-11,193.89999389648438,200.17999267578125,193.39999389648438,196.58999633789062,196.58999633789062,54002900
2025-03-12,200.72000122070312,201.52000427246094,195.2899932861328,198.88999938964844,198.88999938964844,43679300
2025-03-13,198.1699981689453,198.8800048828125,191.82000732421875,193.88999938964844,193.88999938964844,41270800
2025-03-14,197.41000366210938,198.64999389648438,195.32000732421875,197.9499969482422,197.9499969482422,38096700
2025-03-17,198.77000427246094,199.0,194.32000732421875,195.74000549316406,195.74000549316406,47341800
2025-03-18,192.52000427246094,194.0,189.3800048828125,192.82000732421875,192.82000732421875,40414900
2025-03-19,193.3800048828125,195.97000122070312,191.9600067138672,195.5399932861328,195.5399932861328,39442900
2025-03-20,193.07000732421875,199.32000732421875,192.3000030517578,194.9499969482422,194.9499969482422,38921100
2025-03-21,192.89999389648438,196.99000549316406,192.52000427246094,196.2100067138672,196.2100067138672,60056900
2025-03-24,200.0,203.63999938964844,199.9499969482422,203.25999450683594,203.25999450683594,41625400
2025-03-25,203.60000610351562,206.2100067138672,203.22000122070312,205.7100067138672,205.7100067138672,31171200
2025-03-26,205.83999633789062,206.00999450683594,199.92999267578125,201.1300048828125,201.1300048828125,32855300
2025-03-27,200.88999938964844,203.7899932861328,199.27999877929688,201.36000061035156,201.36000061035156,27317700
2025-03-28,198.4199981689453,199.25999450683594,191.8800048828125,192.72000122070312,192.72000122070312,52548200
2025-03-31,188.19000244140625,191.3300018310547,184.39999389648438,190.25999450683594,190.25999450683594,63547600
2025-04-01,187.86000061035156,193.92999267578125,187.1999969482422,192.1699981689453,192.1699981689453,41267300
2025-04-02,187.66000366210938,198.33999633789062,187.66000366210938,196.00999450683594,196.00999450683594,53679200
2025-04-03,183.0,184.1300048828125,176.9199981689453,178.41000366210938,178.41000366210938,95553600
2025-04-04,167.14999389648438,178.13999938964844,166.0,171.0,171.0,123159400
2025-04-07,162.0,183.41000366210938,161.3800048828125,175.25999450683594,175.25999450683594,109327100
2025-04-08,185.22999572753906,185.89999389648438,168.57000732421875,170.66000366210938,170.66000366210938,87710400
2025-04-09,172.1199951171875,192.64999389648438,169.92999267578125,191.10000610351562,191.10000610351562,116804300
2025-04-10,185.44000244140625,186.8699951171875,175.85000610351562,181.22000122070312,181.22000122070312,68302000
2025-04-11,179.92999267578125,185.86000061035156,178.0,184.8699951171875,184.8699951171875,50594300
2025-04-14,186.83999633789062,187.44000244140625,179.22999572753906,182.1199951171875,182.1199951171875,48002500
2025-04-15,181.41000366210938,182.35000610351562,177.92999267578125,179.58999633789062,179.58999633789062,43642000
2025-04-16,176.2899932861328,179.10000610351562,171.41000366210938,174.3300018310547,174.3300018310547,51875300
2025-04-17,176.0,176.2100067138672,172.0,172.61000061035156,172.61000061035156,44726500
2025-04-21,169.60000610351562,169.60000610351562,165.2899932861328,167.32000732421875,167.32000732421875,48126100
2025-04-22,169.85000610351562,176.77999877929688,169.35000610351562,173.17999267578125,173.17999267578125,56607200
2025-04-23,183.4499969482422,187.3800048828125,180.19000244140625,180.60000610351562,180.60000610351562,63470100
2025-04-24,180.9199981689453,186.74000549316406,180.17999267578125,186.5399932861328,186.5399932861328,43763200
2025-04-25,187.6199951171875,189.94000244140625,185.49000549316406,188.99000549316406,188.99000549316406,36414300
2025-04-28,190.11000061035156,190.22000122070312,184.88999938964844,187.6999969482422,187.6999969482422,33224700
2025-04-29,183.99000549316406,188.02000427246094,183.67999267578125,187.38999938964844,187.38999938964844,41667300
2025-04-30,182.1699981689453,185.0500030517578,178.85000610351562,184.4199981689453,184.4199981689453,55176500
2025-05-01,190.6300048828125,191.80999755859375,187.5,190.1999969482422,190.1999969482422,74266000
2025-05-02,191.44000244140625,192.8800048828125,186.39999389648438,189.97999572753906,189.97999572753906,77903500
2025-05-05,186.50999450683594,188.17999267578125,185.52999877929688,186.35000610351562,186.35000610351562,35217500
2025-05-06,184.57000732421875,187.92999267578125,183.85000610351562,185.00999450683594,185.00999450683594,29314100
2025-05-07,185.55999755859375,190.99000549316406,185.00999450683594,188.7100067138672,188.7100067138672,43948600
2025-05-08,191.42999267578125,194.3300018310547,188.82000732421875,192.0800018310547,192.0800018310547,41043600
2025-05-09,193.3800048828125,194.69000244140625,191.16000366210938,193.05999755859375,193.05999755859375,29663100
2025-05-12,210.7100067138672,211.66000366210938,205.75,208.63999938964844,208.63999938964844,75205000
2025-05-13,211.0800018310547,214.83999633789062,210.10000610351562,211.3699951171875,211.3699951171875,56193700
2025-05-14,211.4499969482422,211.92999267578125,208.85000610351562,210.25,210.25,38492100
2025-05-15,206.4499969482422,206.8800048828125,202.6699981689453,205.1699981689453,205.1699981689453,64347300
2025-05-16,206.85000610351562,206.85000610351562,204.3699951171875,205.58999633789062,205.58999633789062,43318500
2025-05-19,201.64999389648438,206.6199951171875,201.25999450683594,206.16000366210938,206.16000366210938,34314800
2025-05-20,204.6300048828125,205.58999633789062,202.64999389648438,204.07000732421875,204.07000732421875,29470400
2025-05-21,201.61000061035156,203.4600067138672,200.05999755859375,201.1199951171875,201.1199951171875,42460900
2025-05-22,201.3800048828125,205.75999450683594,200.16000366210938,203.10000610351562,203.10000610351562,38938900
2025-05-23,198.89999389648438,202.3699951171875,197.85000610351562,200.99000549316406,200.99000549316406,33393500
2025-05-27,203.08999633789062,206.69000244140625,202.19000244140625,206.02000427246094,206.02000427246094,34892000
2025-05-28,205.9199981689453,207.66000366210938,204.41000366210938,204.72000122070312,204.72000122070312,28549800
2025-05-29,208.02999877929688,208.80999755859375,204.22999572753906,205.6999969482422,205.6999969482422,34650000
2025-05-30,204.83999633789062,205.99000549316406,201.6999969482422,205.00999450683594,205.00999450683594,51679400
2025-06-02,204.97999572753906,207.0,202.67999267578125,206.64999389648438,206.64999389648438,29113300
2025-06-03,207.11000061035156,208.9499969482422,205.02999877929688,205.7100067138672,205.7100067138672,33139100
2025-06-04,206.5500030517578,208.17999267578125,205.17999267578125,207.22999572753906,207.22999572753906,29915600
2025-06-05,209.5500030517578,212.80999755859375,207.55999755859375,207.91000366210938,207.91000366210938,51864200
2025-06-06,212.39999389648438,213.8699951171875,210.5,213.57000732421875,213.57000732421875,39832500
2025-06-09,214.75,217.85000610351562,212.8800048828125,216.97999572753906,216.97999572753906,38102500
2025-06-10,216.77999877929688,217.69000244140625,214.14999389648438,217.61000061035156,217.61000061035156,31303300
2025-06-11,217.41000366210938,218.39999389648438,212.88999938964844,213.1999969482422,213.1999969482422,39326000
2025-06-12,211.77999877929688,213.5800018310547,211.3300018310547,213.24000549316406,213.24000549316406,27640000
2025-06-13,209.9600067138672,214.0500030517578,209.6199951171875,212.10000610351562,212.10000610351562,29337800
2025-06-16,212.30999755859375,217.05999755859375,211.60000610351562,216.10000610351562,216.10000610351562,33284200
2025-06-17,215.1999969482422,217.41000366210938,214.55999755859375,214.82000732421875,214.82000732421875,32086300
2025-06-18,215.08999633789062,217.9600067138672,212.33999633789062,212.52000427246094,212.52000427246094,44360500
2025-06-20,214.67999267578125,214.88999938964844,208.27000427246094,209.69000244140625,209.69000244140625,75350700
2025-06-23,209.7899932861328,210.38999938964844,207.30999755859375,208.47000122070312,208.47000122070312,37311700
2025-06-24,212.13999938964844,214.33999633789062,211.0500030517578,212.77000427246094,212.77000427246094,38378800
2025-06-25,214.6199951171875,216.02999877929688,211.11000061035156,211.99000549316406,211.99000549316406,31755700
2025-06-26,213.1199951171875,218.0399932861328,212.00999450683594,217.1199951171875,217.1199951171875,50480800
2025-06-27,219.9199981689453,223.3000030517578,216.74000549316406,223.3000030517578,223.3000030517578,119217100
2025-06-30,223.52000427246094,223.82000732421875,219.1199951171875,219.38999938964844,219.38999938964844,58887800
2025-07-01,219.5,221.8800048828125,217.92999267578125,220.4600067138672,220.4600067138672,39256800
2025-07-02,219.72999572753906,221.60000610351562,219.05999755859375,219.9199981689453,219.9199981689453,30894200
2025-07-03,221.82000732421875,224.00999450683594,221.36000061035156,223.41000366210938,223.41000366210938,29632400
2025-07-07,223.0,224.2899932861328,222.3699951171875,223.47000122070312,223.47000122070312,36604100
2025-07-08,223.9199981689453,224.0,218.42999267578125,219.36000061035156,219.36000061035156,45692000
2025-07-09,221.07000732421875,224.2899932861328,220.47000122070312,222.5399932861328,222.5399932861328,38155100
2025-07-10,221.5500030517578,222.7899932861328,219.6999969482422,222.25999450683594,222.25999450683594,30370600
2025-07-11,223.5800018310547,226.67999267578125,222.3699951171875,225.02000427246094,225.02000427246094,50518300
2025-07-14,225.07000732421875,226.66000366210938,224.24000549316406,225.69000244140625,225.69000244140625,35702600
2025-07-15,226.1999969482422,227.27000427246094,225.4600067138672,226.35000610351562,226.35000610351562,34907300
2025-07-16,225.8800048828125,226.10000610351562,222.17999267578125,223.19000244140625,223.19000244140625,39535900
2025-07-17,223.32000732421875,224.5,222.50999450683594,223.8800048828125,223.8800048828125,31855800
2025-07-18,225.13999938964844,226.39999389648438,222.97999572753906,226.1300048828125,226.1300048828125,37833800
2025-07-21,225.83999633789062,229.69000244140625,225.64999389648438,229.3000030517578,229.3000030517578,40297600
2025-07-22,229.67999267578125,230.0,226.35000610351562,227.47000122070312,227.47000122070312,37483700
2025-07-23,228.47000122070312,228.7899932861328,227.08999633789062,228.2899932861328,228.2899932861328,28294900
2025-07-24,229.1699981689453,236.0,228.63999938964844,232.22999572753906,232.22999572753906,42902300
2025-07-25,232.22000122070312,232.47999572753906,231.17999267578125,231.44000244140625,231.44000244140625,28712100
2025-07-28,233.35000610351562,234.2899932861328,232.25,232.7899932861328,232.7899932861328,26300100
2025-07-29,234.14999389648438,234.72000122070312,230.30999755859375,231.00999450683594,231.00999450683594,33716200
2025-07-30,231.63999938964844,231.8000030517578,229.2899932861328,230.19000244140625,230.19000244140625,32993300
2025-07-31,235.77000427246094,236.52999877929688,231.39999389648438,234.11000061035156,234.11000061035156,104357300
2025-08-01,217.2100067138672,220.44000244140625,212.8000030517578,214.75,214.75,122258800
2025-08-04,217.39999389648438,217.44000244140625,211.4199981689453,211.64999389648438,211.64999389648438,77890100
2025-08-05,213.0500030517578,216.3000030517578,212.8699951171875,213.75,213.75,51505100
2025-08-06,214.6999969482422,222.64999389648438,213.74000549316406,222.30999755859375,222.30999755859375,54823000
2025-08-07,221.0,226.22000122070312,220.82000732421875,223.1300048828125,223.1300048828125,40603500
